CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
15601272,Marchetti,506,France,Female,30,3,0.0,3,1,0,162666.59,1
15601273,Bergstrom,634,Spain,Male,46,0,0.0,1,0,0,60850.29,1
15601274,Novak,777,France,Male,34,9,150537.85,1,1,0,92833.16,0
15601275,Mendez,605,France,Male,29,10,131242.94,2,1,0,39981.82,1
15601276,Aoki,689,France,Male,30,9,148796.33,1,0,1,137964.41,0
15601277,Lindqvist,489,France,Male,45,5,154653.6,2,1,0,194999.4,1
15601278,Iyer,574,Germany,Male,38,7,0.0,2,0,1,53742.15,0
15601279,Winters,679,Spain,Male,32,1,118838.91,1,1,0,6139.21,0
15601280,Aoki,593,France,Male,35,7,164141.02,1,1,0,96909.66,1
15601281,Odom,615,France,Female,61,6,105267.62,1,0,0,118305.78,1
15601282,Hargrove,505,France,Male,51,6,83195.12,4,1,0,91210.41,1
15601283,Voss,713,Spain,Male,53,7,0.0,2,0,0,31281.5,0
15601284,Hargrove,521,Germany,Female,21,9,133265.02,3,1,0,163616.74,0
15601285,Falk,798,Germany,Male,37,8,146615.11,2,0,0,119557.12,0
15601286,Laurent,584,France,Female,32,0,0.0,1,1,1,200000.0,0
15601287,Girard,727,France,Female,44,7,0.0,1,1,1,156152.37,0
15601288,Kessler,717,France,Male,49,8,149550.39,2,0,0,51751.03,1
15601289,Nakamura,555,Spain,Male,42,6,104816.22,1,1,1,127797.62,0
15601290,Kowalski,595,France,Female,30,6,0.0,1,1,1,134360.46,0
15601291,Lindqvist,606,Spain,Male,32,0,157632.12,1,1,1,194051.12,0
15601292,Odom,613,Spain,Male,45,2,106593.7,2,1,0,67119.95,0
15601293,Petrov,525,France,Female,46,9,131215.11,3,1,1,28366.65,1
15601294,Delacroix,701,France,Male,40,0,57954.45,3,1,1,102067.44,1
15601295,Laurent,584,France,Female,40,10,0.0,2,1,0,88817.16,0
15601296,Aoki,639,France,Female,39,2,0.0,1,1,1,87289.59,1
15601297,Petrov,747,France,Female,41,8,47162.17,1,1,1,119348.4,0
15601298,Dubois,705,Spain,Female,46,2,0.0,1,1,1,1000.0,0
15601299,Kowalski,590,France,Female,45,0,0.0,2,1,0,35072.52,0
15601300,Voss,750,France,Male,39,6,0.0,2,0,0,107232.89,1
15601301,Marceau,714,Spain,Female,38,8,0.0,1,1,1,95295.88,0
15601302,Girard,582,Germany,Female,38,0,155874.15,1,1,0,200000.0,1
15601303,Marceau,601,France,Female,31,2,127937.53,4,0,0,100680.86,1
15601304,Petrov,746,Germany,Female,30,3,0.0,1,1,0,22088.48,0
15601305,Marchetti,725,Germany,Female,44,10,0.0,2,0,1,60104.84,0
15601306,Novak,506,Spain,Male,31,3,183714.39,2,1,0,157079.31,0
15601307,Voss,553,Spain,Female,47,0,191096.02,2,1,1,85461.8,0
15601308,Marchetti,717,France,Male,38,10,157581.52,1,0,1,1000.0,1
15601309,Marceau,537,Germany,Male,47,1,136393.51,2,1,0,138335.06,0
15601310,Mendez,727,France,Male,45,5,0.0,2,1,0,165922.29,0
15601311,Marceau,836,Germany,Female,47,1,128533.32,2,1,1,93858.59,0
15601312,Schmitt,686,Spain,Female,34,2,43342.04,2,0,1,68487.74,0
15601313,Delacroix,561,France,Male,43,8,0.0,1,1,0,148945.74,1
15601314,Duarte,667,France,Male,46,1,106798.33,1,1,0,1000.0,0
15601315,Hargrove,749,Spain,Male,23,7,60480.91,2,1,1,143547.6,0
15601316,Hargrove,659,Spain,Male,56,6,183743.3,1,1,1,102349.51,0
15601317,Renner,696,France,Male,62,7,0.0,2,0,0,150832.88,0
15601318,Bergstrom,573,Spain,Female,48,1,0.0,1,1,0,34960.35,0
15601319,Okafor,581,Germany,Male,47,3,151507.01,2,0,0,96668.44,1
15601320,Weiss,737,France,Male,45,0,0.0,2,0,0,155971.18,0
15601321,Odom,582,France,Male,35,9,0.0,2,1,0,131583.62,0
15601322,Fairweather,402,France,Male,37,10,89467.32,2,1,1,1000.0,1
15601323,Marceau,621,Germany,Female,48,4,0.0,1,0,1,149086.5,1
15601324,Osei,680,France,Male,29,5,0.0,2,1,1,161308.47,0
15601325,Whitfield,752,Germany,Male,28,1,0.0,1,0,0,124303.73,1
15601326,Okafor,808,France,Female,34,9,0.0,3,1,0,104097.49,1
15601327,Osei,658,Spain,Male,45,8,0.0,2,1,0,157845.62,0
15601328,Novak,713,France,Female,30,1,111483.84,1,1,1,107169.19,0
15601329,Iyer,662,France,Female,36,5,206254.95,1,1,1,1000.0,0
15601330,Duarte,684,Germany,Female,37,1,0.0,2,1,1,57782.69,0
15601331,Fontaine,632,France,Female,28,6,92736.0,1,0,1,189018.04,0
15601332,Okafor,687,Spain,Male,18,7,0.0,1,1,1,86450.47,1
15601333,Delacroix,580,Germany,Male,28,4,0.0,1,0,1,113380.99,0
15601334,Lindqvist,840,Germany,Male,41,4,167600.55,2,1,1,4005.09,0
15601335,Bergstrom,420,Germany,Male,43,7,57695.0,1,1,0,131147.84,1
15601336,Kowalski,705,France,Male,44,1,0.0,1,0,1,134717.49,0
15601337,Lindqvist,681,Spain,Male,45,0,146466.89,1,0,1,200000.0,0
15601338,Schmitt,686,Germany,Male,32,4,0.0,2,1,1,146394.41,0
15601339,Aoki,536,France,Male,30,5,70778.21,1,1,0,155626.81,0
15601340,Castellano,489,France,Female,42,3,183504.34,1,0,0,1000.0,0
15601341,Nakamura,708,Germany,Male,36,4,188441.78,1,1,1,67915.64,0
15601342,Marchetti,779,France,Male,48,1,190488.58,2,0,1,200000.0,1
15601343,Marceau,671,Spain,Male,42,8,46603.96,1,0,0,152043.23,1
15601344,Petrov,727,Germany,Female,52,8,101519.19,2,1,0,127819.74,0
15601345,Odom,606,Spain,Male,34,2,114847.99,2,0,1,200000.0,0
15601346,Castellano,682,France,Female,49,7,187123.93,2,1,0,51805.91,1
15601347,Aoki,768,France,Male,59,2,152379.39,1,0,0,122260.24,1
15601348,Delacroix,620,France,Male,39,4,100807.91,1,0,0,128377.91,0
15601349,Adeyemi,764,France,Female,44,3,120099.61,2,1,0,92644.88,0
15601350,Fontaine,493,Germany,Male,29,10,147689.75,1,0,0,18519.84,0
15601351,Kessler,591,Germany,Male,48,5,149384.2,2,0,1,186222.68,0
15601352,Thibault,702,France,Male,50,6,0.0,1,1,0,105674.6,1
15601353,Bergstrom,833,France,Male,33,2,0.0,2,0,1,125831.19,0
15601354,Schmitt,651,Germany,Male,44,10,0.0,1,1,1,60743.56,0
15601355,Weiss,551,France,Male,41,7,0.0,2,1,0,58619.99,1
15601356,Sorensen,830,Spain,Male,42,1,0.0,1,1,0,81024.07,0
15601357,Rousseau,638,France,Female,47,3,62462.59,2,0,0,86978.33,0
15601358,Novak,714,Spain,Male,44,5,133157.85,1,0,1,164511.49,0
15601359,Iyer,618,France,Male,37,4,0.0,1,1,0,122248.47,0
15601360,Reyes,664,Spain,Female,47,8,0.0,1,1,0,43200.58,0
15601361,Lindqvist,596,France,Male,50,6,0.0,2,0,1,13684.27,0
15601362,Marchetti,850,Spain,Female,33,6,124322.26,2,0,1,154026.53,0
15601363,Castellano,764,France,Male,38,4,157352.58,1,1,0,160132.53,1
15601364,Whitfield,820,France,Female,20,9,81215.16,1,0,1,82477.01,0
15601365,Marchetti,574,Spain,Female,44,7,39594.0,3,1,1,63913.43,1
15601366,Hallgren,475,France,Male,51,7,78205.14,1,1,0,103134.48,1
15601367,Castellano,622,France,Female,36,7,0.0,1,1,1,103415.8,0
15601368,Reyes,850,France,Female,40,7,205535.71,1,0,0,116164.78,0
15601369,Marchetti,619,France,Female,36,8,187530.52,1,0,0,161527.52,0
15601370,Balogh,751,France,Male,35,2,103647.99,3,1,1,156883.08,0
15601371,Iyer,552,Germany,Male,41,5,161718.08,2,1,1,149918.15,0
15601372,Bergstrom,570,France,Male,31,1,44382.3,1,0,0,41617.92,0
15601373,Schmitt,642,Germany,Female,36,4,191219.24,2,0,0,130332.44,0
15601374,Castellano,850,Germany,Male,29,3,140170.4,2,1,0,119329.33,0
15601375,Fontaine,756,France,Male,45,2,153507.36,1,1,0,26444.88,1
15601376,Kowalski,453,Spain,Female,41,6,0.0,1,1,0,78532.07,1
15601377,Voss,714,Germany,Male,34,4,137241.88,1,1,1,128582.75,0
15601378,Nakamura,540,Spain,Female,39,4,206403.76,1,0,1,18609.33,0
15601379,Sorensen,585,France,Male,36,9,129044.39,1,1,1,65877.8,1
15601380,Kowalski,699,France,Female,50,3,109764.94,1,0,1,105395.2,1
15601381,Weiss,784,France,Male,34,1,101592.45,1,1,1,75804.24,0
15601382,Okafor,780,Spain,Male,45,8,78367.56,2,1,0,162180.38,0
15601383,Schmitt,682,Germany,Male,31,2,118918.38,1,1,1,142521.04,1
15601384,Reyes,683,Germany,Male,47,10,53622.05,2,0,1,24869.09,0
15601385,Mendez,779,France,Male,49,7,136984.7,2,1,0,50456.39,0
15601386,Marchetti,499,Spain,Male,50,2,0.0,2,1,0,165654.81,0
15601387,Voss,825,France,Female,54,6,93006.53,1,0,1,132795.68,0
15601388,Odom,579,Germany,Male,41,10,0.0,1,1,0,1000.0,0
15601389,Sorensen,675,France,Male,51,10,111304.69,1,1,1,181983.04,0
15601390,Novak,602,Germany,Male,55,4,134245.74,1,1,1,100863.95,0
15601391,Reyes,539,Germany,Male,27,0,0.0,1,0,0,97858.71,0
15601392,Osei,694,France,Female,32,0,135232.26,1,0,0,49110.6,0
15601393,Hallgren,673,France,Male,23,9,0.0,2,0,0,172622.09,0
15601394,Kessler,640,Germany,Female,49,7,0.0,2,0,0,129909.23,0
15601395,Marceau,635,France,Female,23,7,0.0,1,1,0,92216.74,1
15601396,Marceau,796,Spain,Female,20,7,0.0,2,0,0,1000.0,0
15601397,Kessler,850,Germany,Female,27,8,131065.61,1,0,0,71949.93,1
15601398,Aoki,770,Spain,Male,21,5,149085.56,2,0,1,37389.64,0
15601399,Kowalski,677,France,Female,41,4,110881.37,2,1,1,77496.65,0
15601400,Marceau,493,France,Female,27,2,136995.04,1,1,0,49083.28,0
15601401,Abubakar,710,France,Female,21,3,69931.27,1,1,1,146002.94,0
15601402,Iyer,714,Germany,Male,38,8,23868.23,3,1,1,189043.51,1
15601403,Fontaine,724,France,Male,39,0,119096.19,1,1,0,95771.22,1
15601404,Kowalski,540,France,Female,19,1,0.0,1,0,0,33452.06,0
15601405,Reyes,732,France,Male,31,8,210976.01,1,1,1,79475.97,0
15601406,Okafor,800,Germany,Female,38,7,74385.1,2,1,0,74636.89,0
15601407,Abubakar,556,France,Male,35,1,152571.15,1,1,0,190552.53,1
15601408,Voss,716,Germany,Male,35,0,78762.71,1,1,0,102428.9,1
15601409,Novak,572,Spain,Male,51,2,113067.97,1,1,1,183410.28,0
15601410,Girard,640,Germany,Male,60,1,58379.4,1,1,0,18571.39,0
15601411,Schmitt,559,Germany,Male,35,3,0.0,1,1,0,100175.83,1
15601412,Whitfield,616,Germany,Female,25,9,128491.11,1,1,1,40191.36,0
15601413,Renner,617,Germany,Female,36,9,94341.37,2,1,0,92771.53,1
15601414,Renner,690,France,Female,40,3,151313.45,1,1,1,128889.06,0
15601415,Nakamura,735,Germany,Female,38,3,176574.24,3,1,0,13396.77,1
15601416,Novak,767,Spain,Female,45,9,0.0,1,1,1,68589.13,0
15601417,Kessler,587,Spain,Male,61,4,0.0,1,1,1,89011.67,0
15601418,Osei,685,Germany,Female,21,2,63934.55,1,1,1,110656.04,1
15601419,Abubakar,545,Germany,Female,33,8,95346.92,2,0,1,10846.26,0
15601420,Castellano,639,Spain,Female,54,5,0.0,1,1,0,123548.56,0
15601421,Castellano,654,France,Male,33,9,43400.3,1,1,1,125567.26,0
15601422,Bergstrom,561,France,Female,47,9,14740.31,3,0,1,157185.0,1
15601423,Marchetti,704,France,Male,45,8,0.0,1,1,0,8401.6,1
15601424,Castellano,635,France,Male,51,10,0.0,3,1,1,81563.37,0
15601425,Winters,665,France,Female,58,5,93426.14,1,1,1,98898.58,0
15601426,Marceau,768,France,Female,42,6,22468.01,1,1,1,110797.7,0
15601427,Aoki,609,France,Male,21,0,14152.11,2,1,1,103921.61,0
15601428,Novak,732,Germany,Male,31,1,112505.77,1,1,1,67900.68,1
15601429,Duarte,789,France,Female,61,1,0.0,1,1,0,105647.83,0
15601430,Kessler,783,Germany,Male,24,10,0.0,2,1,0,200000.0,0
15601431,Schmitt,632,Spain,Male,44,2,205395.32,2,1,1,132600.64,0
15601432,Voss,557,France,Female,18,6,0.0,1,1,0,11001.14,0
15601433,Hargrove,582,France,Female,25,4,0.0,2,1,0,187370.75,1
15601434,Osei,498,France,Male,48,8,110949.41,1,0,0,195228.07,1
15601435,Marchetti,716,Germany,Male,39,3,72923.6,1,1,0,147582.65,1
15601436,Winters,722,France,Male,35,10,103788.02,1,1,0,174430.81,1
15601437,Novak,661,Spain,Male,30,5,153925.31,4,1,1,200000.0,0
15601438,Fairweather,518,Germany,Female,18,2,155878.43,1,1,1,116427.62,0
15601439,Schmitt,615,Germany,Female,46,4,129878.22,3,1,1,160890.21,0
15601440,Girard,783,France,Male,36,4,191113.43,1,1,0,187519.27,1
15601441,Thibault,709,France,Male,23,7,0.0,1,1,1,55805.37,0
15601442,Winters,725,France,Male,39,3,128337.71,2,1,1,186679.64,0
15601443,Thibault,850,France,Male,44,0,187110.03,1,0,1,111561.23,0
15601444,Fontaine,681,France,Male,36,8,76248.49,1,1,0,155640.11,0
15601445,Schmitt,443,Spain,Male,40,10,183401.58,1,0,0,152922.79,1
15601446,Thibault,544,Germany,Female,39,2,63302.72,1,1,1,61270.46,1
15601447,Hargrove,679,Spain,Male,31,9,0.0,1,1,1,178429.62,0
15601448,Petrov,652,Spain,Female,39,0,20179.27,1,0,0,75082.08,1
15601449,Laurent,633,France,Male,46,3,124562.09,1,1,1,115971.14,0
15601450,Lindqvist,635,Germany,Female,49,0,0.0,2,1,1,147881.89,0
15601451,Thibault,575,Spain,Female,47,4,65109.59,2,1,1,132935.73,0
15601452,Renner,686,Germany,Male,32,6,97859.24,3,0,1,67425.82,1
15601453,Fontaine,784,Germany,Male,45,10,100917.48,1,1,1,26314.13,0
15601454,Petrov,816,France,Female,43,9,101245.59,1,0,1,52534.94,1
15601455,Rousseau,814,France,Male,31,10,59607.22,1,1,0,141584.84,0
15601456,Balogh,558,France,Male,34,7,113875.23,1,1,1,130856.66,0
15601457,Kowalski,648,France,Male,45,4,0.0,1,1,0,88652.24,0
15601458,Aoki,620,Germany,Female,53,9,86955.45,1,1,0,86719.52,1
15601459,Fairweather,707,France,Male,20,0,0.0,2,0,1,82183.68,0
15601460,Duarte,642,Germany,Male,55,8,0.0,1,0,1,37290.06,0
15601461,Fairweather,628,Spain,Male,50,10,0.0,2,1,0,152679.66,0
15601462,Dubois,790,France,Female,41,0,0.0,2,1,1,36412.99,0
15601463,Hallgren,659,France,Male,36,7,92958.01,2,1,1,107128.03,0
15601464,Schmitt,662,Spain,Female,42,9,0.0,1,1,1,173195.2,1
15601465,Balogh,690,Spain,Female,32,7,0.0,2,1,0,97921.71,0
15601466,Fontaine,715,France,Male,37,10,41711.93,1,1,1,191037.02,0
15601467,Dubois,715,France,Male,23,3,22047.3,2,0,0,38586.03,1
15601468,Balogh,799,Spain,Female,21,7,5102.41,1,1,1,23642.47,0
15601469,Winters,527,France,Female,62,9,91492.33,3,0,0,1000.0,0
15601470,Osei,681,Germany,Male,39,0,153534.14,1,1,1,143431.49,0
15601471,Balogh,640,France,Male,41,6,75496.85,1,0,1,1000.0,0
15601472,Delacroix,621,France,Male,38,10,99654.7,2,1,0,191413.34,0
15601473,Girard,723,France,Male,30,5,79308.37,2,0,0,199684.82,0
15601474,Delacroix,774,Spain,Male,35,8,70251.32,1,0,1,115338.27,0
15601475,Schmitt,593,Spain,Male,39,8,0.0,2,1,1,53478.57,0
15601476,Castellano,812,France,Male,36,2,0.0,2,1,0,1000.0,1
15601477,Duarte,513,Germany,Female,31,4,44388.49,1,1,1,122934.22,0
15601478,Fontaine,707,France,Female,43,5,0.0,1,1,1,99042.33,0
15601479,Reyes,564,France,Female,40,4,0.0,2,1,0,113406.4,1
15601480,Okafor,588,France,Female,43,6,83326.57,2,1,1,130808.22,0
15601481,Fairweather,656,France,Female,46,7,126296.32,1,1,0,37076.56,1
15601482,Novak,612,Spain,Male,37,4,75485.31,1,1,1,87463.62,0
15601483,Fontaine,375,France,Female,37,7,82601.34,1,0,1,108683.63,0
15601484,Fontaine,709,Spain,Male,54,7,0.0,2,1,1,200000.0,0
15601485,Okafor,725,France,Male,29,10,107429.97,3,0,1,145104.7,1
15601486,Voss,635,Germany,Female,19,8,0.0,1,0,1,108599.64,0
15601487,Fairweather,627,France,Female,44,6,0.0,3,1,0,41757.37,0
15601488,Adeyemi,614,Germany,Male,32,1,182376.58,1,1,1,173558.36,0
15601489,Falk,486,France,Female,28,3,46373.89,1,1,1,197299.5,1
15601490,Lindqvist,476,France,Male,48,3,0.0,1,1,0,13385.99,0
15601491,Fontaine,727,Germany,Male,37,3,66068.48,4,1,0,1000.0,1
15601492,Rousseau,752,Spain,Male,26,10,111832.89,1,1,1,103519.33,0
15601493,Whitfield,707,Germany,Male,58,5,58143.17,3,1,1,88982.41,0
15601494,Winters,686,France,Female,22,10,0.0,2,0,1,181560.87,0
15601495,Weiss,725,Spain,Male,38,1,0.0,2,1,0,35058.31,0
15601496,Duarte,719,Germany,Male,19,7,165503.98,1,1,0,45694.56,1
15601497,Odom,575,Spain,Female,41,6,146651.04,2,1,0,12122.96,1
15601498,Balogh,671,France,Male,32,8,128026.02,1,0,0,42412.19,0
15601499,Duarte,622,Spain,Male,47,4,0.0,1,1,1,109367.28,0
15601500,Weiss,623,Spain,Male,38,5,113063.31,2,1,0,12485.76,0
15601501,Reyes,759,Germany,Male,52,3,0.0,1,1,0,200000.0,1
15601502,Hargrove,801,France,Male,34,7,0.0,1,1,0,1000.0,1
15601503,Voss,425,France,Female,22,2,0.0,1,1,0,68585.1,0
15601504,Okafor,626,Germany,Female,41,7,159532.64,2,1,1,113269.45,1
15601505,Bergstrom,620,Spain,Male,36,5,95601.56,1,1,0,173656.32,0
15601506,Kowalski,762,Spain,Male,20,8,0.0,1,1,1,41516.14,1
15601507,Fontaine,511,France,Male,28,0,93011.74,1,1,1,1000.0,0
15601508,Adeyemi,363,France,Female,31,2,0.0,1,1,0,40881.25,0
15601509,Adeyemi,729,Spain,Male,54,6,173335.99,2,1,1,200000.0,0
15601510,Sorensen,742,France,Male,46,4,189691.35,1,1,0,1000.0,1
15601511,Marchetti,479,France,Female,35,3,0.0,2,0,0,160031.28,1
15601512,Girard,638,Spain,Female,43,10,0.0,2,1,0,116393.74,1
15601513,Schmitt,797,Spain,Male,18,9,0.0,1,1,0,122982.1,1
15601514,Bergstrom,547,Germany,Male,33,1,68771.58,1,0,0,168953.13,1
15601515,Petrov,660,France,Male,43,5,184291.78,1,1,0,57072.37,1
15601516,Weiss,699,France,Female,40,7,0.0,1,1,0,156210.28,1
15601517,Kowalski,513,Germany,Male,33,8,0.0,2,1,0,109068.62,0
15601518,Dubois,596,France,Male,38,2,0.0,1,1,1,24375.89,0
15601519,Fairweather,488,France,Female,42,9,53339.54,3,1,0,94622.98,0
15601520,Girard,634,France,Male,38,7,185578.95,3,1,1,97497.16,0
15601521,Okafor,574,Spain,Male,47,9,132200.44,1,0,0,1000.0,1
15601522,Kowalski,670,Germany,Female,42,7,0.0,2,0,0,43595.65,0
15601523,Whitfield,711,Germany,Male,44,9,129500.23,1,1,1,127992.47,0
15601524,Iyer,783,Spain,Female,56,0,95166.67,1,0,0,108399.39,1
15601525,Okafor,850,France,Female,47,2,26760.19,2,1,0,160423.99,0
15601526,Nakamura,670,France,Male,56,5,103095.57,1,0,0,173969.59,1
15601527,Odom,620,France,Female,32,3,41651.84,3,0,1,48656.93,1
15601528,Adeyemi,614,France,Female,22,2,123892.0,2,0,0,57566.48,0
15601529,Bergstrom,557,France,Female,37,7,0.0,1,0,0,9444.43,0
15601530,Nakamura,693,France,Female,36,10,79932.88,2,1,1,129317.5,0
15601531,Okonkwo,602,France,Male,53,5,0.0,3,0,1,68540.85,1
15601532,Weiss,700,Spain,Male,27,6,0.0,2,1,0,167085.05,0
15601533,Novak,560,Spain,Female,38,6,110978.86,2,1,0,159632.43,1
15601534,Hallgren,605,France,Male,43,4,68102.0,2,1,0,128275.28,0
15601535,Duarte,692,France,Male,40,7,142966.17,2,1,0,74667.87,0
15601536,Osei,638,Germany,Male,37,8,179323.73,1,1,1,162817.78,0
15601537,Sorensen,466,Spain,Male,42,1,121622.28,1,1,0,99859.49,1
15601538,Hallgren,649,Germany,Female,50,3,138776.93,1,1,1,113800.92,0
15601539,Mendez,573,France,Female,54,1,138683.57,3,0,0,1000.0,1
15601540,Adeyemi,763,Germany,Female,39,8,99570.81,1,1,1,121788.75,0
15601541,Marceau,743,France,Male,30,7,0.0,1,1,0,102479.21,0
15601542,Fontaine,431,France,Male,54,7,86116.03,1,1,0,93355.71,0
15601543,Kessler,727,France,Female,28,6,33380.64,1,0,1,66252.43,0
15601544,Petrov,687,France,Male,57,5,0.0,4,0,1,11178.18,1
15601545,Dubois,508,France,Female,52,8,142786.98,1,0,0,96541.64,0
15601546,Fairweather,734,France,Female,54,1,0.0,2,1,0,1000.0,0
15601547,Winters,527,Germany,Male,45,7,116640.4,3,1,0,86551.51,1
15601548,Castellano,760,France,Male,18,9,100072.69,2,1,0,67338.01,0
15601549,Schmitt,588,France,Female,28,2,0.0,2,1,1,175297.29,0
15601550,Castellano,504,France,Male,42,7,166667.62,2,1,0,200000.0,1
15601551,Reyes,850,France,Female,32,0,188276.78,1,1,0,12345.82,1
15601552,Voss,502,France,Female,35,1,0.0,2,1,1,144950.5,0
15601553,Winters,573,France,Male,45,4,158601.4,2,1,1,61500.4,0
15601554,Duarte,591,France,Female,37,10,121835.86,1,0,0,72465.21,0
15601555,Okonkwo,606,Germany,Male,26,4,0.0,2,1,0,71447.53,0
15601556,Marchetti,717,Germany,Male,48,4,136712.14,2,1,1,174505.69,0
15601557,Castellano,656,France,Female,44,8,0.0,1,1,0,93160.29,0
15601558,Dubois,746,Spain,Female,36,8,0.0,2,0,1,124062.56,0
15601559,Novak,686,Germany,Female,46,7,100564.36,2,1,1,3693.84,0
15601560,Fontaine,489,Germany,Female,39,0,0.0,1,0,1,33902.28,0
15601561,Kessler,703,Spain,Male,52,9,106161.59,1,1,0,67892.47,0
15601562,Hargrove,672,Germany,Male,40,2,0.0,1,1,1,99873.16,0
15601563,Laurent,590,Germany,Male,52,5,210690.86,1,1,0,138429.46,0
15601564,Osei,849,Germany,Male,19,8,0.0,1,0,1,66127.94,0
15601565,Okafor,708,France,Male,43,3,160196.08,1,1,1,180393.75,0
15601566,Laurent,740,France,Male,34,7,127033.6,1,0,0,84014.42,1
15601567,Iyer,744,France,Female,30,5,0.0,1,1,1,60081.17,0
15601568,Okonkwo,610,France,Male,50,1,0.0,1,1,1,149362.74,0
15601569,Okonkwo,711,France,Female,48,2,109428.24,3,1,0,140533.38,0
15601570,Okafor,680,France,Female,18,8,154330.57,2,0,1,1000.0,0
15601571,Hallgren,597,Spain,Female,46,0,136444.31,2,1,1,190985.06,0
15601572,Adeyemi,533,Spain,Male,45,4,158784.04,2,1,0,68448.6,1
15601573,Adeyemi,652,Germany,Female,31,5,140062.66,1,1,0,87226.49,1
15601574,Balogh,706,France,Female,30,4,0.0,2,0,0,49095.59,0
15601575,Odom,652,France,Male,22,4,138106.46,2,1,1,74900.34,0
15601576,Fairweather,632,Germany,Male,35,10,0.0,2,1,0,1000.0,0
15601577,Nakamura,653,Germany,Male,37,0,75016.3,1,1,1,116501.28,0
15601578,Thibault,622,Germany,Female,47,10,126478.93,1,1,1,62958.98,0
15601579,Schmitt,799,Germany,Female,41,7,0.0,1,1,0,81453.53,0
15601580,Voss,676,Germany,Male,28,10,0.0,1,0,0,155964.85,0
15601581,Girard,603,France,Female,41,7,146237.99,2,0,1,125342.95,0
15601582,Falk,476,France,Male,36,10,159975.15,2,1,1,98865.42,0
15601583,Renner,631,France,Male,29,0,147037.63,1,0,0,200000.0,1
15601584,Novak,595,Spain,Female,22,7,67688.21,1,0,0,31745.87,0
15601585,Bergstrom,591,Germany,Female,45,7,0.0,1,0,0,102866.61,1
15601586,Winters,740,France,Female,43,10,159059.79,1,1,1,172082.84,0
15601587,Reyes,658,Spain,Male,44,0,0.0,2,1,0,186705.52,0
15601588,Schmitt,488,France,Male,31,5,136658.7,1,1,1,13931.34,0
15601589,Rousseau,709,France,Male,40,5,0.0,1,1,0,56813.21,0
15601590,Whitfield,498,France,Male,24,1,0.0,3,1,0,164487.08,1
15601591,Okafor,717,France,Male,28,6,202153.45,1,1,0,72236.88,1
15601592,Nakamura,604,Germany,Female,39,5,83891.6,2,0,1,102399.14,0
15601593,Lindqvist,658,France,Female,41,5,153246.56,2,1,1,71207.27,0
15601594,Adeyemi,648,Germany,Male,22,7,111341.95,1,1,1,98415.85,0
15601595,Odom,636,Spain,Male,28,8,94716.69,2,1,1,1000.0,1
15601596,Delacroix,670,France,Male,35,7,36554.12,2,1,1,77180.6,0
15601597,Hallgren,658,France,Male,48,4,78379.1,4,0,1,95827.44,0
15601598,Weiss,829,Germany,Female,30,10,135350.98,1,1,1,73564.27,1
15601599,Hallgren,671,France,Male,40,2,0.0,2,1,1,106177.93,0
15601600,Marceau,674,Germany,Female,41,3,0.0,2,1,1,23466.94,0
15601601,Laurent,582,France,Male,36,5,77419.0,1,1,1,115517.73,0
15601602,Balogh,687,Spain,Male,41,3,0.0,2,0,1,194792.12,0
15601603,Kowalski,552,Germany,Female,25,3,0.0,1,1,0,174273.35,1
15601604,Sorensen,760,France,Male,32,10,0.0,1,1,0,140457.87,1
15601605,Renner,508,France,Male,53,1,0.0,1,0,1,115050.74,0
15601606,Bergstrom,569,Germany,Female,54,5,88425.03,1,1,1,59012.51,1
15601607,Delacroix,494,France,Male,47,5,0.0,2,1,1,71500.66,0
15601608,Sorensen,690,France,Male,50,0,0.0,2,1,1,149677.83,0
15601609,Girard,609,France,Male,20,2,151324.17,1,1,1,91655.89,0
15601610,Duarte,716,France,Male,29,2,187257.42,1,0,1,200000.0,0
15601611,Novak,556,Germany,Male,35,5,80280.62,1,1,1,1000.0,1
15601612,Rousseau,701,Germany,Male,63,4,53680.74,3,1,1,87963.35,1
15601613,Voss,706,France,Female,35,6,0.0,2,1,1,67717.58,0
15601614,Duarte,670,Germany,Female,46,4,47682.42,3,1,1,144575.69,0
15601615,Bergstrom,653,France,Male,42,8,163679.22,1,1,1,156870.85,0
15601616,Mendez,663,France,Male,42,4,66540.92,2,0,1,25968.76,0
15601617,Dubois,563,Spain,Male,38,9,80517.92,2,1,1,22849.1,0
15601618,Kessler,547,Germany,Male,26,10,108046.32,1,1,1,55512.58,0
15601619,Petrov,702,France,Male,18,7,0.0,3,1,0,131576.37,0
15601620,Hargrove,615,France,Female,52,1,63498.91,1,0,1,125111.5,0
15601621,Nakamura,694,Spain,Male,32,9,28339.52,3,1,1,6207.28,0
15601622,Fontaine,799,Germany,Male,19,8,145460.97,1,0,1,116892.62,0
15601623,Weiss,606,France,Female,43,6,0.0,1,1,0,109104.75,1
15601624,Adeyemi,592,France,Female,43,3,0.0,1,1,0,96621.8,0
15601625,Adeyemi,619,Spain,Male,46,7,0.0,1,1,1,133844.65,0
15601626,Delacroix,654,France,Male,50,6,111116.1,1,0,0,113067.65,1
15601627,Castellano,709,France,Female,29,8,87898.63,1,1,1,104651.44,1
15601628,Falk,647,France,Male,30,7,0.0,1,1,1,167065.41,0
